surface,motion_type,angle_deg,I_mean_wheel_joint_fl,I_mean_wheel_joint_fr,I_mean_wheel_joint_bl,I_mean_wheel_joint_br,number,target_angle,I_std_wheel_joint_fl,I_std_wheel_joint_fr,I_std_wheel_joint_bl,I_std_wheel_joint_br,I_total,I_std
linoleum,hourglass,90.0,0.7650258323765787,0.7562284730195177,-0.7504018369690012,-0.8360648679678528,15,1.5707963267948966,0.5492871157475749,0.4498649734659529,0.46681706303681564,0.6863046827532243,3.1077210103329502,0.8978103444347247
linoleum,hourglass,150.0,0.7124837351703024,0.16979716800612316,-0.06983543819364726,-0.7381706850363565,15,2.6179938779914944,0.4445926155281962,0.3903810917857148,0.3930155596675388,0.4442341369037224,1.6902870264064294,0.6013479065360432
linoleum,hourglass,-150.0,-0.032507790716745935,-0.48102345415778247,0.6502214203706739,-0.03933081843529575,16,-2.6179938779914944,0.4179782194566945,0.38814435898252425,0.4192831969582703,0.42593072274145005,1.203083483680498,0.4670493969567492
linoleum,hourglass,-90.0,-0.6302669345579792,-0.5419345579793341,0.7524971297359355,0.6875287026406433,16,-1.5707963267948966,0.4263638805370736,0.5961868370170523,0.6806481735551202,0.47884440337701023,2.612227324913892,0.7554126139385308
linoleum,hourglass,-30.0,-0.5334672789896671,0.06709242250287015,0.10348737083811693,0.5762772675086111,16,-0.5235987755982988,0.5470205000045874,0.4476794039049966,0.46946388580836446,0.6764214358934971,1.2803243398392654,0.4547930137727722
linoleum,hourglass,30.0,0.33655896342463515,0.9791208791208791,-0.9256683614892574,-0.46745940626537613,16,0.5235987755982988,0.029489375565784424,0.12395511803811929,0.12568684299045252,0.03876986181852543,2.708807610300148,0.8457403656915624
linoleum,hourglass,90.0,0.6644163796402602,0.6686567164179104,-0.5640872560275547,-0.8154305396096437,16,1.5707963267948966,0.4192164262929358,0.5833903075243316,0.6954415659979347,0.4804547811194788,2.7125908916953687,0.7897537695923704
linoleum,hourglass,150.0,0.5903712208189821,0.07450440107156521,0.02068120933792555,-0.7327516264829694,16,2.6179938779914944,0.5756873855926992,0.464826365677898,0.5002550883022696,0.6761227568982674,1.4183084577114422,0.5449418640273064
linoleum,hourglass,-150.0,-0.055644852659778074,-0.5110447761194031,0.7930195177956371,-0.01928817451205471,17,-2.6179938779914944,0.4099896847918992,0.40482049743630005,0.46864515084077535,0.5097974620700766,1.378997321086873,0.5424630660917727
linoleum,hourglass,-90.0,-0.6302028319938768,-0.5267508610792194,0.7547034060466895,0.6235285112897055,17,-1.5707963267948966,0.43748682744463085,0.5949327627883183,0.6846894127646856,0.4726909424930664,2.535185610409491,0.735016122602571
linoleum,hourglass,-30.0,-0.49682357443551484,0.022977420589360698,0.06940681209337915,0.5518714121699201,17,-0.5235987755982988,0.5313415588455644,0.42672408228626374,0.4327514076858937,0.6663448935955953,1.1410792192881747,0.4286828405166761
linoleum,hourglass,30.0,0.12984309223115187,0.7494221201683887,-0.6980022962112516,-0.20313815537696106,17,0.5235987755982988,0.33886325794610966,0.4116325452425292,0.4584100808709661,0.48981164523193843,1.7804056639877532,0.6074112903575781
linoleum,hourglass,90.0,0.6267432070417145,0.6932414848832757,-0.5729965556831229,-0.8380252583237654,17,1.5707963267948966,0.42779373341296534,0.5417612210604051,0.6719864023560319,0.4987529700662977,2.7310065059318784,0.7962265697128759
linoleum,hourglass,150.0,0.6372751626482969,0.08111748947569827,0.017022579410638918,-0.7643015690776881,17,2.6179938779914944,0.5893240550345068,0.40587084180345834,0.5113457847649633,0.6423566321657626,1.499716800612322,0.5764655906491726
linoleum,hourglass,-150.0,-0.050645809414466225,-0.6419345579793342,0.7043484500574052,0.10694603903559159,18,-2.6179938779914944,0.4434999444224855,0.35481181157651964,0.49574871548274124,0.3807653492073604,1.5038748564867974,0.553373264150681
linoleum,hourglass,-90.0,-0.608251052430157,-0.5382013011863761,0.7323536165327209,0.6096134711060087,18,-1.5707963267948966,0.4281191551358346,0.5567169666566131,0.6014874283735381,0.4944855675671651,2.4884194412552625,0.7206580058942965
linoleum,hourglass,-30.0,-0.5966016073478762,-0.0055262150784540194,0.02329889016456171,0.5975507079984694,18,-0.5235987755982988,0.5554005736533364,0.4182665374291678,0.514936966450944,0.6308304493512621,1.2229774205893613,0.4876768320769576
linoleum,hourglass,30.0,0.08026023727516254,0.7381553769613469,-0.6451588212782243,-0.14562571756601567,18,0.5235987755982988,0.33652202613741244,0.4065020582098135,0.43092455955924086,0.46493455304865067,1.6092001530807494,0.5740386024860189
linoleum,hourglass,90.0,0.6965556831228472,0.6514351320321469,-0.6073642775135313,-0.8008200754469408,18,1.5707963267948966,0.41555089557991487,0.6328332829322564,0.723520609492115,0.5058266680250066,2.7561751681154663,0.7997616091220496
linoleum,hourglass,150.0,0.6571592586517958,-0.10131212071510598,-0.1334426767262589,-0.6721338363129405,18,2.6179938779914944,0.6074371600007119,0.41794500769442483,0.5124994803126954,0.5877804686376246,1.5640478924061012,0.5465351738381581
